,life_main,people_main,photos,relation,wall_posts,target
1340,1.0,1.0,10.0,1.0,30.0,184.0
1341,2.0,3.0,13.0,7.0,39.0,5.0
1342,1.0,1.0,29.0,1.0,65.0,220.0
1343,6.0,3.0,13.0,2.0,70.0,28.0
1344,1.0,1.0,128.0,5.0,669.0,85.0
1345,6.0,2.0,57.0,7.0,23.0,136.0
1346,7.0,6.0,32.0,8.0,473.0,198.0
1347,1.0,1.0,45.0,1.0,12.0,487.0
1348,1.0,1.0,9.0,1.0,1.0,104.0
1349,7.0,2.0,19.0,5.0,162.0,159.0
1350,5.0,6.0,642.0,5.0,909.0,4726.0
1351,6.0,3.0,11.0,1.0,7.0,28.0
1352,5.0,2.0,9.0,1.0,5.0,221.0
1353,1.0,1.0,50.0,1.0,74.0,90.0
1354,1.0,1.0,33.0,5.0,38.0,187.0
1355,1.0,1.0,89.0,1.0,856.0,225.0
1356,1.0,1.0,834.0,3.0,21.0,229.0
1357,1.0,1.0,177.0,6.0,27.0,27.0
1358,1.0,1.0,4.0,1.0,38.0,2247.0
1359,1.0,1.0,536.0,1.0,1240.0,321.0
1360,1.0,1.0,468.0,1.0,53.0,170.0
1361,1.0,1.0,30.0,5.0,640.0,537.0
1362,1.0,1.0,686.0,5.0,9912.0,826.0
1363,7.0,7.0,13.0,5.0,9.0,2.0
1364,1.0,1.0,15.0,1.0,17.0,249.0
1365,1.0,1.0,395.0,1.0,2691.0,2707.0
1366,1.0,1.0,56.0,1.0,391.0,640.0
1367,1.0,1.0,2.0,1.0,9.0,33.0
1368,1.0,1.0,63.0,1.0,118.0,267.0
1369,1.0,1.0,115.0,1.0,39.0,272.0
1370,6.0,1.0,470.0,1.0,1102.0,374.0
1371,1.0,1.0,126.0,1.0,1172.0,101.0
1372,1.0,1.0,1149.0,1.0,1264.0,709.0
1373,1.0,1.0,87.0,1.0,755.0,318.0
1374,1.0,1.0,59.0,1.0,660.0,205.0
1375,1.0,1.0,388.0,1.0,687.0,601.0
1376,1.0,1.0,900.0,1.0,202.0,689.0
1377,2.0,3.0,5.0,2.0,4.0,44.0
1378,1.0,1.0,5.0,5.0,13.0,29.0
1379,1.0,1.0,132.0,5.0,441.0,192.0
1380,1.0,1.0,106.0,1.0,865.0,392.0
1381,1.0,1.0,75.0,1.0,155.0,114.0
1382,1.0,1.0,66.0,1.0,858.0,322.0
1383,1.0,1.0,140.0,5.0,85.0,268.0
1384,1.0,1.0,3021.0,1.0,197.0,91.0
1385,1.0,1.0,95.0,1.0,51.0,151.0
1386,1.0,1.0,851.0,1.0,2038.0,1277.0
1387,1.0,1.0,57.0,1.0,7.0,513.0
1388,1.0,1.0,2931.0,1.0,3070.0,724.0
1389,1.0,1.0,294.0,5.0,231.0,395.0
1390,1.0,1.0,1037.0,1.0,1317.0,957.0
1391,1.0,1.0,0.0,1.0,4.0,293.0
1392,7.0,7.0,86.0,1.0,697.0,818.0
1393,1.0,1.0,1088.0,1.0,519.0,995.0
1394,1.0,2.0,123.0,1.0,67.0,404.0
1395,1.0,1.0,181.0,1.0,555.0,566.0
1396,9.0,5.0,884.0,2.0,3148.0,735.0
1397,7.0,3.0,1451.0,2.0,35.0,377.0
1398,1.0,1.0,89.0,1.0,5.0,253.0
1399,1.0,1.0,16.0,1.0,331.0,710.0
1400,1.0,1.0,17.0,5.0,24.0,76.0
1401,1.0,1.0,57.0,1.0,1.0,232.0
1402,1.0,1.0,9.0,1.0,14.0,270.0
1403,1.0,1.0,21.0,1.0,57.0,432.0
1404,1.0,1.0,267.0,1.0,898.0,184.0
1405,1.0,1.0,1643.0,1.0,102.0,42.0
1406,1.0,1.0,269.0,1.0,542.0,4794.0
1407,1.0,1.0,7.0,1.0,161.0,46.0
1408,1.0,1.0,25.0,1.0,424.0,249.0
1409,2.0,3.0,2242.0,2.0,2113.0,622.0
1410,2.0,3.0,442.0,2.0,2667.0,354.0
1411,1.0,1.0,23.0,1.0,127.0,115.0
1412,7.0,1.0,11.0,2.0,128.0,143.0
1413,1.0,1.0,89.0,1.0,3129.0,291.0
1414,1.0,1.0,19.0,5.0,9.0,108.0
1415,1.0,1.0,612.0,1.0,68.0,198.0
1416,1.0,1.0,7.0,1.0,14.0,107.0
1417,1.0,1.0,386.0,1.0,812.0,173.0
1418,2.0,6.0,45.0,1.0,408.0,306.0
1419,1.0,1.0,2.0,1.0,53.0,138.0
1420,2.0,1.0,132.0,5.0,225.0,252.0
1421,1.0,1.0,401.0,5.0,114.0,253.0
1422,1.0,1.0,113.0,1.0,1386.0,568.0
1423,1.0,1.0,65.0,1.0,36.0,320.0
1424,1.0,1.0,34.0,1.0,933.0,183.0
1425,1.0,1.0,0.0,1.0,2.0,42.0
1426,1.0,1.0,642.0,5.0,362.0,339.0
1427,1.0,1.0,37.0,1.0,377.0,92.0
1428,1.0,1.0,4.0,1.0,457.0,431.0
1429,1.0,1.0,11.0,1.0,1.0,229.0
1430,2.0,3.0,20.0,8.0,102.0,341.0
1431,1.0,1.0,17.0,1.0,13.0,300.0
1432,1.0,1.0,17.0,1.0,30.0,1003.0
1433,2.0,7.0,340.0,5.0,211.0,44.0
1434,1.0,1.0,14.0,5.0,10.0,236.0
1435,1.0,1.0,49.0,1.0,79.0,13.0
1436,1.0,1.0,261.0,1.0,367.0,637.0
1437,1.0,1.0,3.0,1.0,1.0,97.0
1438,1.0,1.0,50.0,1.0,122.0,109.0
1439,5.0,3.0,6.0,1.0,3.0,102.0
1440,1.0,1.0,105.0,1.0,223.0,201.0
1441,1.0,1.0,325.0,1.0,28.0,374.0
1442,1.0,1.0,36.0,1.0,176.0,99.0
1443,6.0,3.0,36.0,8.0,155.0,448.0
1444,1.0,1.0,151.0,1.0,27.0,90.0
1445,1.0,1.0,129.0,1.0,74.0,158.0
1446,2.0,3.0,67.0,2.0,54.0,445.0
1447,2.0,3.0,35.0,5.0,1069.0,277.0
1448,1.0,1.0,99.0,1.0,2.0,742.0
1449,1.0,1.0,1638.0,1.0,3752.0,537.0
1450,1.0,1.0,641.0,2.0,4573.0,1465.0
1451,1.0,1.0,661.0,1.0,36.0,909.0
1452,1.0,1.0,141.0,1.0,56.0,617.0
1453,2.0,4.0,4.0,1.0,4.0,16.0
1454,1.0,1.0,1.0,5.0,64.0,67.0
1455,1.0,1.0,2.0,8.0,17.0,71.0
1456,1.0,1.0,21.0,1.0,22.0,8.0
1457,1.0,1.0,160.0,5.0,93.0,633.0
1458,1.0,1.0,4.0,5.0,5.0,8.0
1459,1.0,1.0,28.0,1.0,113.0,133.0
1460,1.0,1.0,31.0,7.0,365.0,60.0
1461,1.0,1.0,32.0,1.0,33.0,93.0
1462,1.0,1.0,348.0,1.0,241.0,250.0
1463,1.0,3.0,586.0,2.0,4354.0,276.0
1464,1.0,1.0,103.0,1.0,55.0,127.0
1465,2.0,3.0,625.0,2.0,922.0,208.0
1466,1.0,1.0,2.0,1.0,1.0,2.0
1467,1.0,1.0,41.0,1.0,1.0,259.0
1468,1.0,1.0,78.0,1.0,166.0,51.0
1469,1.0,1.0,94.0,1.0,128.0,1495.0
1470,1.0,1.0,567.0,1.0,291.0,1222.0
1471,1.0,1.0,4.0,1.0,226.0,84.0
1472,1.0,1.0,40.0,1.0,32.0,270.0
1473,1.0,1.0,172.0,4.0,4.0,147.0
1474,1.0,1.0,6.0,1.0,0.0,247.0
1475,1.0,3.0,229.0,1.0,460.0,45.0
1476,1.0,1.0,212.0,1.0,1539.0,175.0
1477,1.0,1.0,11.0,1.0,219.0,100.0
1478,1.0,1.0,22.0,1.0,193.0,355.0
1479,1.0,1.0,486.0,1.0,608.0,1179.0
1480,1.0,1.0,389.0,1.0,405.0,489.0
1481,1.0,1.0,3.0,5.0,21.0,340.0
1482,1.0,1.0,1.0,1.0,2.0,36.0
1483,1.0,1.0,33.0,1.0,9.0,42.0
1484,1.0,1.0,9.0,1.0,145.0,125.0
1485,1.0,1.0,2.0,1.0,7.0,240.0
1486,1.0,1.0,1.0,1.0,1149.0,26845.0
1487,1.0,1.0,1457.0,1.0,516.0,26292.0
1488,1.0,1.0,434.0,1.0,558.0,10845.0
1489,1.0,1.0,33.0,1.0,291.0,7467.0
1490,1.0,1.0,36.0,1.0,331.0,5911.0
1491,1.0,1.0,84.0,1.0,1614.0,3492.0
1492,1.0,1.0,249.0,1.0,479.0,2379.0
1493,1.0,1.0,154.0,1.0,1203.0,1855.0
1494,1.0,1.0,1306.0,1.0,481.0,1872.0
1495,1.0,1.0,2750.0,1.0,4257.0,2142.0
1496,1.0,1.0,143.0,1.0,4784.0,1447.0
1497,1.0,1.0,78.0,1.0,991.0,2098.0
1498,1.0,1.0,10.0,1.0,6301.0,2488.0
1499,7.0,3.0,157.0,2.0,317.0,1475.0
1500,1.0,1.0,264.0,1.0,301.0,2378.0
1501,1.0,1.0,31.0,1.0,2.0,1327.0
1502,7.0,3.0,191.0,1.0,293.0,1727.0
1503,1.0,1.0,120.0,2.0,1647.0,1379.0
1504,1.0,1.0,126.0,1.0,963.0,3236.0
1505,1.0,3.0,430.0,1.0,5589.0,1610.0
1506,1.0,1.0,85.0,1.0,1288.0,1602.0
1507,1.0,1.0,135.0,1.0,1376.0,1247.0
1508,1.0,1.0,438.0,1.0,1369.0,1180.0
1509,1.0,1.0,39.0,1.0,233.0,1533.0
1510,1.0,1.0,160.0,1.0,4382.0,1509.0
1511,1.0,1.0,597.0,1.0,2720.0,1061.0
1512,1.0,1.0,58.0,1.0,175.0,1254.0
1513,1.0,1.0,168.0,1.0,591.0,2370.0
1514,1.0,1.0,832.0,1.0,2107.0,1519.0
1515,1.0,1.0,217.0,1.0,2391.0,2537.0
1516,1.0,1.0,1160.0,1.0,407.0,1550.0
1517,1.0,1.0,467.0,1.0,386.0,3083.0
1518,7.0,2.0,582.0,1.0,9537.0,2146.0
1519,1.0,1.0,83.0,1.0,35478.0,3441.0
1520,1.0,1.0,59.0,1.0,1151.0,1017.0
1521,6.0,7.0,211.0,8.0,4248.0,958.0
1522,3.0,3.0,1674.0,5.0,8757.0,1058.0
1523,1.0,1.0,175.0,1.0,1733.0,1582.0
1524,1.0,1.0,257.0,1.0,1040.0,1585.0
1525,1.0,1.0,24.0,1.0,754.0,912.0
1526,6.0,2.0,90.0,2.0,1722.0,2015.0
1527,1.0,1.0,101.0,1.0,434.0,741.0
1528,1.0,1.0,78.0,1.0,937.0,1359.0
1529,1.0,1.0,127.0,1.0,966.0,1144.0
1530,1.0,1.0,506.0,1.0,152.0,817.0
1531,6.0,2.0,585.0,5.0,1313.0,881.0
1532,1.0,1.0,252.0,1.0,1418.0,1292.0
1533,2.0,3.0,59.0,2.0,8959.0,720.0
1534,4.0,3.0,485.0,5.0,100.0,887.0
1535,1.0,1.0,46.0,1.0,104.0,772.0
1536,1.0,1.0,164.0,1.0,1295.0,931.0
1537,1.0,1.0,1641.0,1.0,491.0,856.0
1538,1.0,1.0,373.0,1.0,67.0,894.0
1539,1.0,1.0,23.0,5.0,313.0,1169.0
1540,7.0,3.0,83.0,1.0,1.0,671.0
1541,1.0,1.0,78.0,1.0,148.0,503.0
1542,1.0,1.0,50.0,1.0,1273.0,589.0
1543,1.0,1.0,8.0,1.0,38.0,3820.0
1544,7.0,2.0,198.0,8.0,8165.0,3043.0
1545,1.0,1.0,76.0,1.0,1247.0,1330.0
1546,6.0,7.0,140.0,8.0,5254.0,585.0
1547,1.0,1.0,74.0,1.0,4825.0,456.0
1548,1.0,1.0,1480.0,1.0,4377.0,1245.0
1549,1.0,1.0,68.0,1.0,477.0,747.0
1550,1.0,1.0,351.0,1.0,370.0,1373.0
1551,1.0,1.0,662.0,1.0,531.0,848.0
1552,1.0,1.0,155.0,1.0,425.0,660.0
1553,1.0,1.0,138.0,1.0,849.0,678.0
1554,7.0,2.0,852.0,3.0,2862.0,1120.0
1555,1.0,1.0,189.0,1.0,294.0,728.0
1556,1.0,1.0,390.0,1.0,6987.0,727.0
1557,1.0,1.0,4.0,1.0,681.0,541.0
1558,1.0,1.0,19.0,1.0,218.0,1278.0
1559,1.0,1.0,858.0,1.0,6.0,733.0
1560,1.0,1.0,880.0,1.0,408.0,709.0
1561,1.0,1.0,83.0,1.0,85.0,973.0
1562,1.0,1.0,28.0,1.0,9238.0,803.0
1563,6.0,3.0,638.0,7.0,5072.0,1273.0
1564,1.0,1.0,147.0,1.0,6664.0,628.0
1565,1.0,1.0,247.0,1.0,381.0,937.0
1566,1.0,1.0,551.0,1.0,882.0,734.0
1567,1.0,1.0,25.0,1.0,30.0,389.0
1568,1.0,1.0,120.0,1.0,2006.0,621.0
1569,1.0,1.0,652.0,1.0,997.0,1078.0
1570,1.0,1.0,41.0,1.0,319.0,625.0
1571,7.0,3.0,780.0,1.0,2092.0,650.0
1572,1.0,1.0,108.0,1.0,53.0,507.0
1573,2.0,1.0,394.0,5.0,545.0,561.0
1574,6.0,3.0,200.0,1.0,4148.0,447.0
1575,1.0,1.0,77.0,1.0,2496.0,501.0
1576,1.0,1.0,260.0,1.0,2475.0,695.0
1577,1.0,1.0,77.0,1.0,900.0,886.0
1578,1.0,1.0,447.0,1.0,1056.0,764.0
1579,1.0,1.0,354.0,1.0,1322.0,668.0
1580,1.0,1.0,538.0,1.0,1348.0,694.0
1581,1.0,1.0,490.0,1.0,1493.0,761.0
1582,1.0,1.0,52.0,1.0,418.0,727.0
1583,1.0,1.0,76.0,5.0,2.0,452.0
1584,1.0,1.0,587.0,5.0,870.0,1022.0
1585,1.0,1.0,501.0,1.0,220.0,519.0
1586,1.0,1.0,3068.0,2.0,1357.0,1524.0
1587,1.0,1.0,295.0,1.0,611.0,528.0
1588,1.0,3.0,101.0,2.0,326.0,506.0
1589,1.0,1.0,527.0,1.0,2372.0,979.0
1590,1.0,1.0,58.0,1.0,1528.0,634.0
1591,1.0,1.0,2447.0,1.0,1227.0,1028.0
1592,1.0,1.0,208.0,1.0,10.0,584.0
1593,1.0,1.0,413.0,2.0,442.0,1193.0
1594,1.0,1.0,1526.0,5.0,2344.0,962.0
1595,1.0,1.0,241.0,1.0,10791.0,792.0
1596,1.0,1.0,337.0,1.0,2466.0,815.0
1597,1.0,1.0,166.0,1.0,394.0,507.0
1598,1.0,1.0,828.0,1.0,421.0,581.0
1599,1.0,1.0,503.0,1.0,2006.0,500.0
1600,2.0,3.0,1143.0,5.0,1437.0,646.0
1601,1.0,1.0,7.0,1.0,85.0,269.0
1602,1.0,1.0,215.0,1.0,1153.0,435.0
1603,2.0,4.0,63.0,5.0,28.0,488.0
1604,7.0,3.0,44.0,2.0,1459.0,301.0
1605,1.0,1.0,486.0,1.0,2275.0,420.0
1606,1.0,1.0,259.0,1.0,1375.0,429.0
1607,7.0,2.0,553.0,3.0,1605.0,368.0
1608,2.0,3.0,95.0,5.0,1037.0,297.0
1609,7.0,1.0,15.0,1.0,1439.0,413.0
1610,7.0,3.0,1119.0,3.0,906.0,345.0
1611,1.0,1.0,939.0,1.0,16.0,635.0
1612,1.0,1.0,346.0,1.0,539.0,606.0
1613,1.0,1.0,406.0,1.0,8882.0,561.0
1614,1.0,1.0,188.0,1.0,589.0,417.0
1615,1.0,1.0,20.0,1.0,901.0,240.0
1616,1.0,1.0,10.0,1.0,784.0,468.0
1617,1.0,1.0,161.0,1.0,1377.0,398.0
1618,1.0,1.0,608.0,1.0,13778.0,534.0
1619,1.0,1.0,360.0,5.0,59.0,772.0
1620,1.0,1.0,274.0,1.0,4585.0,463.0
1621,1.0,1.0,114.0,1.0,1358.0,412.0
1622,1.0,1.0,133.0,1.0,763.0,418.0
1623,1.0,1.0,36.0,1.0,49.0,360.0
1624,1.0,1.0,176.0,5.0,688.0,791.0
1625,1.0,1.0,600.0,1.0,1837.0,358.0
1626,2.0,2.0,407.0,3.0,1342.0,372.0
1627,1.0,1.0,390.0,1.0,1840.0,1060.0
1628,1.0,1.0,562.0,1.0,478.0,699.0
1629,7.0,3.0,1841.0,5.0,1787.0,1093.0
1630,1.0,1.0,1622.0,1.0,2336.0,839.0
1631,1.0,1.0,79.0,1.0,855.0,414.0
1632,1.0,1.0,52.0,1.0,466.0,727.0
1633,2.0,3.0,151.0,5.0,705.0,321.0
1634,1.0,1.0,1385.0,1.0,584.0,886.0
1635,1.0,1.0,1074.0,5.0,4853.0,783.0
1636,1.0,1.0,27.0,1.0,58.0,321.0
1637,1.0,1.0,165.0,1.0,39.0,356.0
1638,1.0,1.0,11.0,1.0,58.0,510.0
1639,1.0,1.0,209.0,1.0,438.0,490.0
1640,1.0,1.0,769.0,5.0,1188.0,622.0
1641,1.0,1.0,14.0,1.0,329.0,364.0
1642,1.0,1.0,23.0,1.0,1424.0,473.0
1643,1.0,1.0,2132.0,1.0,1080.0,457.0
1644,1.0,1.0,154.0,1.0,1377.0,986.0
1645,1.0,1.0,853.0,1.0,2661.0,500.0
1646,1.0,1.0,112.0,1.0,519.0,548.0
1647,2.0,3.0,382.0,1.0,2595.0,780.0
1648,1.0,1.0,96.0,1.0,1642.0,644.0
1649,1.0,1.0,2054.0,1.0,149.0,272.0
1650,1.0,1.0,241.0,1.0,907.0,628.0
1651,1.0,1.0,60.0,1.0,455.0,550.0
1652,1.0,1.0,299.0,1.0,450.0,372.0
1653,1.0,1.0,226.0,1.0,1416.0,639.0
1654,1.0,1.0,3757.0,2.0,417.0,557.0
1655,1.0,1.0,82.0,5.0,164.0,368.0
1656,7.0,3.0,197.0,5.0,436.0,417.0
1657,1.0,1.0,43.0,1.0,22.0,390.0
1658,1.0,1.0,395.0,1.0,3415.0,492.0
1659,1.0,1.0,9.0,1.0,33.0,346.0
1660,1.0,1.0,114.0,1.0,198.0,2330.0
1661,1.0,1.0,4929.0,1.0,1076.0,859.0
1662,1.0,1.0,267.0,1.0,2854.0,610.0
1663,1.0,1.0,3691.0,1.0,1690.0,471.0
1664,1.0,1.0,94.0,1.0,818.0,689.0
1665,1.0,1.0,194.0,1.0,2161.0,727.0
1666,1.0,1.0,1608.0,1.0,1514.0,628.0
1667,1.0,1.0,361.0,1.0,521.0,470.0
1668,1.0,1.0,846.0,1.0,219.0,677.0
1669,1.0,1.0,8.0,1.0,243.0,577.0
1670,1.0,1.0,285.0,1.0,1250.0,310.0
1671,1.0,1.0,476.0,1.0,5600.0,856.0
1672,1.0,1.0,38.0,1.0,1685.0,704.0
1673,1.0,1.0,348.0,1.0,496.0,1200.0
1674,1.0,1.0,791.0,1.0,235.0,305.0
1675,1.0,1.0,361.0,1.0,225.0,699.0
1676,1.0,1.0,214.0,1.0,112.0,368.0
1677,1.0,1.0,4841.0,1.0,1071.0,1266.0
1678,1.0,1.0,632.0,1.0,97.0,454.0
1679,1.0,1.0,80.0,1.0,218.0,734.0
1680,1.0,1.0,3654.0,1.0,602.0,401.0
1681,1.0,1.0,986.0,1.0,1508.0,408.0
1682,1.0,1.0,117.0,1.0,3363.0,213.0
1683,2.0,7.0,10.0,1.0,34.0,407.0
1684,1.0,1.0,5.0,1.0,99.0,170.0
1685,1.0,1.0,203.0,1.0,6.0,373.0
1686,2.0,7.0,347.0,7.0,555.0,277.0
1687,7.0,1.0,3.0,1.0,1954.0,887.0
1688,1.0,1.0,459.0,1.0,4580.0,997.0
1689,1.0,1.0,6.0,1.0,247.0,426.0
1690,8.0,2.0,61.0,1.0,1.0,174.0
1691,1.0,1.0,135.0,1.0,322.0,141.0
1692,1.0,1.0,399.0,1.0,618.0,354.0
1693,1.0,1.0,35.0,1.0,35.0,910.0
1694,7.0,3.0,168.0,8.0,717.0,192.0
1695,1.0,1.0,11.0,1.0,15.0,125.0
1696,1.0,1.0,1045.0,1.0,2170.0,274.0
1697,1.0,1.0,382.0,1.0,279.0,359.0
1698,1.0,1.0,24.0,1.0,601.0,296.0
1699,1.0,1.0,67.0,1.0,27.0,273.0
1700,1.0,1.0,119.0,1.0,126.0,231.0
1701,1.0,1.0,632.0,1.0,265.0,410.0
1702,1.0,1.0,324.0,1.0,35.0,374.0
1703,1.0,1.0,386.0,1.0,373.0,189.0
1704,1.0,1.0,152.0,1.0,184.0,407.0
1705,1.0,1.0,4015.0,1.0,2364.0,1257.0
1706,1.0,1.0,309.0,1.0,2922.0,438.0
1707,2.0,3.0,454.0,2.0,39.0,259.0
1708,1.0,1.0,31.0,1.0,40.0,221.0
1709,1.0,1.0,166.0,1.0,3328.0,177.0
1710,1.0,1.0,5.0,1.0,54.0,291.0
1711,1.0,1.0,525.0,7.0,199.0,279.0
1712,2.0,3.0,703.0,2.0,69.0,271.0
1713,1.0,1.0,74.0,1.0,257.0,352.0
1714,1.0,1.0,293.0,1.0,311.0,274.0
1715,1.0,1.0,66.0,1.0,1598.0,282.0
1716,1.0,1.0,4.0,1.0,8.0,322.0
1717,1.0,1.0,315.0,1.0,712.0,181.0
1718,1.0,1.0,683.0,1.0,4108.0,507.0
1719,1.0,1.0,268.0,1.0,321.0,359.0
1720,1.0,1.0,20.0,1.0,261.0,374.0
1721,1.0,1.0,143.0,7.0,49.0,352.0
1722,1.0,1.0,95.0,1.0,399.0,230.0
1723,1.0,1.0,70.0,5.0,235.0,324.0
1724,6.0,3.0,1762.0,3.0,6870.0,461.0
1725,1.0,1.0,363.0,1.0,438.0,456.0
1726,1.0,1.0,45.0,1.0,80.0,347.0
1727,7.0,1.0,499.0,8.0,1267.0,360.0
1728,1.0,1.0,1175.0,1.0,1464.0,766.0
1729,1.0,1.0,121.0,1.0,739.0,246.0
1730,1.0,1.0,171.0,1.0,561.0,342.0
1731,1.0,1.0,214.0,3.0,1023.0,329.0
1732,2.0,3.0,121.0,2.0,1090.0,247.0
1733,1.0,1.0,785.0,1.0,26.0,356.0
1734,1.0,1.0,159.0,1.0,297.0,486.0
1735,1.0,1.0,174.0,1.0,763.0,472.0
1736,1.0,1.0,1395.0,1.0,218.0,187.0
1737,1.0,1.0,514.0,1.0,1727.0,378.0
1738,2.0,3.0,601.0,5.0,2779.0,297.0
1739,1.0,3.0,34.0,5.0,1097.0,625.0
1740,1.0,1.0,491.0,1.0,483.0,389.0
1741,2.0,3.0,80.0,5.0,2037.0,209.0
1742,1.0,1.0,417.0,1.0,100.0,235.0
1743,1.0,1.0,35.0,1.0,3189.0,152.0
1744,1.0,1.0,42.0,1.0,301.0,544.0
1745,1.0,1.0,3450.0,2.0,1952.0,872.0
1746,1.0,1.0,7.0,1.0,59.0,1450.0
1747,1.0,1.0,891.0,1.0,143.0,573.0
1748,1.0,1.0,9.0,1.0,10.0,290.0
1749,1.0,1.0,425.0,1.0,691.0,564.0
1750,2.0,3.0,409.0,5.0,2543.0,124.0
1751,1.0,1.0,1953.0,7.0,3617.0,631.0
1752,1.0,1.0,174.0,1.0,4453.0,457.0
1753,1.0,1.0,549.0,1.0,3005.0,1571.0
1754,1.0,1.0,16.0,1.0,26.0,303.0
1755,7.0,3.0,485.0,1.0,48.0,234.0
1756,7.0,2.0,274.0,8.0,812.0,446.0
1757,1.0,1.0,260.0,1.0,335.0,553.0
1758,1.0,1.0,129.0,1.0,490.0,365.0
1759,1.0,1.0,112.0,1.0,1091.0,354.0
1760,1.0,1.0,49.0,1.0,274.0,373.0
1761,1.0,1.0,431.0,1.0,891.0,426.0
1762,1.0,1.0,152.0,1.0,42.0,232.0
1763,7.0,6.0,510.0,5.0,452.0,318.0
1764,5.0,6.0,562.0,2.0,563.0,383.0
1765,1.0,1.0,6.0,1.0,218.0,431.0
1766,1.0,1.0,702.0,1.0,1265.0,673.0
1767,1.0,1.0,1133.0,1.0,5646.0,354.0
1768,1.0,1.0,1676.0,1.0,4172.0,368.0
1769,1.0,1.0,198.0,1.0,1901.0,1132.0
1770,1.0,1.0,494.0,1.0,1209.0,187.0
1771,1.0,1.0,166.0,1.0,737.0,192.0
1772,1.0,1.0,582.0,1.0,2498.0,305.0
1773,1.0,1.0,83.0,1.0,109.0,258.0
1774,1.0,1.0,1406.0,1.0,123.0,268.0
1775,1.0,1.0,46.0,1.0,193.0,563.0
1776,1.0,1.0,649.0,2.0,2886.0,205.0
1777,1.0,1.0,243.0,1.0,217.0,426.0
1778,1.0,1.0,245.0,1.0,829.0,244.0
1779,1.0,1.0,298.0,1.0,279.0,242.0
1780,7.0,1.0,6639.0,5.0,2299.0,461.0
1781,1.0,1.0,934.0,1.0,3936.0,278.0
1782,1.0,1.0,4390.0,1.0,123.0,432.0
1783,1.0,1.0,53.0,1.0,101.0,226.0
1784,1.0,1.0,701.0,1.0,1358.0,381.0
1785,1.0,1.0,67.0,1.0,868.0,264.0
1786,1.0,1.0,135.0,1.0,1398.0,326.0
1787,1.0,1.0,1884.0,1.0,2741.0,1045.0
1788,1.0,1.0,84.0,1.0,685.0,372.0
1789,1.0,1.0,21.0,1.0,1616.0,304.0
1790,1.0,1.0,484.0,1.0,923.0,275.0
1791,1.0,1.0,846.0,1.0,2643.0,318.0
1792,1.0,1.0,196.0,1.0,31.0,170.0
1793,1.0,1.0,30.0,1.0,47.0,222.0
1794,1.0,1.0,181.0,1.0,35.0,304.0
1795,1.0,1.0,172.0,1.0,3220.0,423.0
1796,1.0,1.0,79.0,1.0,638.0,561.0
1797,2.0,2.0,424.0,5.0,757.0,349.0
1798,1.0,1.0,124.0,1.0,470.0,468.0
1799,1.0,1.0,1045.0,1.0,608.0,252.0
1800,1.0,1.0,1096.0,1.0,2581.0,483.0
1801,1.0,1.0,322.0,1.0,2159.0,324.0
1802,1.0,1.0,62.0,1.0,98.0,193.0
1803,1.0,1.0,218.0,1.0,1439.0,499.0
1804,1.0,1.0,72.0,1.0,389.0,322.0
1805,1.0,1.0,454.0,1.0,108.0,340.0
1806,1.0,1.0,599.0,1.0,230.0,402.0
1807,1.0,1.0,58.0,1.0,1618.0,316.0
1808,1.0,1.0,109.0,1.0,173.0,392.0
1809,1.0,1.0,840.0,1.0,507.0,869.0
1810,1.0,1.0,57.0,1.0,884.0,259.0
1811,1.0,1.0,108.0,1.0,132.0,329.0
1812,2.0,3.0,498.0,7.0,1166.0,223.0
1813,1.0,1.0,14.0,8.0,3221.0,244.0
1814,1.0,1.0,2977.0,1.0,130.0,408.0
1815,1.0,1.0,30.0,1.0,559.0,434.0
1816,1.0,1.0,35.0,1.0,340.0,277.0
1817,1.0,1.0,46.0,1.0,77.0,660.0
1818,1.0,1.0,339.0,5.0,888.0,345.0
1819,1.0,1.0,145.0,1.0,2619.0,320.0
1820,1.0,1.0,1035.0,1.0,1351.0,1502.0
1821,1.0,1.0,466.0,1.0,834.0,3183.0
1822,5.0,3.0,106.0,2.0,545.0,367.0
1823,1.0,1.0,605.0,1.0,7078.0,641.0
1824,2.0,3.0,897.0,5.0,1273.0,567.0
1825,1.0,1.0,13086.0,1.0,2136.0,392.0
1826,1.0,1.0,225.0,1.0,709.0,2904.0
1827,1.0,1.0,669.0,1.0,159.0,422.0
1828,1.0,1.0,21.0,1.0,132.0,236.0
1829,7.0,2.0,193.0,1.0,634.0,185.0
1830,1.0,1.0,223.0,1.0,570.0,573.0
1831,1.0,1.0,105.0,1.0,66.0,529.0
1832,1.0,1.0,787.0,1.0,895.0,350.0
1833,1.0,1.0,27.0,1.0,61.0,798.0
1834,1.0,1.0,576.0,1.0,298.0,560.0
1835,1.0,1.0,636.0,1.0,664.0,835.0
1836,1.0,1.0,77.0,5.0,257.0,236.0
1837,1.0,1.0,149.0,1.0,415.0,812.0
1838,1.0,1.0,788.0,1.0,1428.0,471.0
1839,1.0,1.0,136.0,1.0,2233.0,162.0
1840,1.0,1.0,1131.0,5.0,582.0,808.0
1841,1.0,1.0,2575.0,1.0,668.0,473.0
1842,1.0,1.0,175.0,1.0,1854.0,463.0
1843,6.0,2.0,781.0,1.0,5501.0,3457.0
1844,1.0,1.0,107.0,1.0,985.0,393.0
1845,1.0,2.0,598.0,8.0,2125.0,486.0
